App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
Draw A Stickman,GAME,3.4,29265,17M,"1,000,000+",Free,0,Everyone,Adventure,"May 19, 2017",1.1.0,4.0.3 and up
Anti Adware,TOOLS,3.9,18751,3.6M,"1,000,000+",Free,0,Everyone,Tools,"June 19, 2018",3.6,4.1 and up
Pet Beauty Salon,FAMILY,3.8,20292,47M,"1,000,000+",Free,0,Everyone,Educational;Creativity,"May 24, 2015",1.2,2.3 and up
"Chinese Chess 3D Online (Xiangqi, 象棋, co tuong)",GAME,3.5,23,37M,"1,000+",Paid,$0.99,Everyone,Board,"December 27, 2017",2.2.1,4.1 and up
Floor Plan Creator,ART_AND_DESIGN,4.1,36639,Varies with device,"5,000,000+",Free,0,Everyone,Art & Design,"July 14, 2018",Varies with device,2.3.3 and up
AMM Events & CPD,EVENTS,,5,6.1M,100+,Free,0,Everyone,Events,"August 4, 2018",1.0.5,4.3 and up
Al-Muhaffiz,BOOKS_AND_REFERENCE,4.7,2319,27M,"50,000+",Free,0,Everyone,Books & Reference,"April 22, 2018",10.10,4.1 and up
The CW,ENTERTAINMENT,4.4,288150,21M,"5,000,000+",Free,0,Teen,Entertainment,"July 23, 2018",2.17,4.4 and up
Visuelles Wörterbuch Audio-App,FAMILY,3.1,192,66M,"10,000+",Free,0,Everyone,Education,"July 7, 2017",1.1.6,4.1 and up
CZ-52 pistol explained,BOOKS_AND_REFERENCE,,0,9.3M,10+,Paid,$5.99,Everyone,Books & Reference,"September 3, 2015",Android 3.0 - 2015,1.6 and up
Deaf - Hearing chat device H,COMMUNICATION,4.4,9,51k,500+,Paid,$3.99,Everyone,Communication,"February 8, 2017",3.6,2.2 and up
"TryDate - Free Online Dating App, Chat Meet Adults",DATING,4.4,7888,15M,"500,000+",Free,0,Mature 17+,Dating,"April 29, 2018",2.4.0,4.1 and up
m-Faisaa,FINANCE,4.0,142,6.2M,"10,000+",Free,0,Everyone,Finance,"July 13, 2018",5.3,4.0.3 and up
Alerte au gogol,FAMILY,,14,2.0M,"1,000+",Free,0,Everyone,Entertainment,"February 9, 2018",1.0.0.0,4.0 and up
MealLogger-Photo Food Journal,HEALTH_AND_FITNESS,3.5,217,9.4M,"50,000+",Free,0,Teen,Health & Fitness,"August 23, 2017",4.6.2,4.0.3 and up
CPU-Z,TOOLS,4.5,295430,1.4M,"10,000,000+",Free,0,Everyone,Tools,"April 17, 2018",1.26,2.2 and up
AEE AP,PHOTOGRAPHY,,4,17M,"1,000+",Free,0,Everyone,Photography,"February 7, 2018",1.01,2.2 and up
Pocket Lab Values,MEDICAL,4.3,214,899k,"10,000+",Paid,$2.99,Everyone,Medical,"November 22, 2012",2.5,2.1 and up
RUN JUMP RUN-fun games for free,GAME,4.4,661,42M,"100,000+",Free,0,Everyone,Action,"April 20, 2018",1.5.2,3.0 and up
Remote EX for NISSAN,COMMUNICATION,2.3,223,1.0M,"5,000+",Paid,$1.49,Everyone,Communication,"July 26, 2014",1.3,3.0 and up
Lord Fairfax EMS Council,MEDICAL,,0,30M,50+,Free,0,Everyone,Medical,"July 17, 2018",1,4.0.3 and up
Dance On Mobile,FAMILY,4.1,23609,31M,"1,000,000+",Free,0,Teen,Casual,"April 13, 2018",1.26,4.0 and up
SavingStar - Grocery Coupons,SHOPPING,4.2,31519,21M,"1,000,000+",Free,0,Everyone,Shopping,"June 12, 2018",4.9.1,4.0 and up
C BOOK-C PROGRAMS,FAMILY,4.8,138,2.1M,"10,000+",Free,0,Everyone,Education,"September 22, 2017",1.0,3.0 and up
Robocar X Ray,GAME,4.5,3432,99M,"1,000,000+",Free,0,Mature 17+,Action,"January 23, 2017",1.0,2.3 and up
Pistachio Launcher for Android P 9.0,PERSONALIZATION,,0,2.3M,1+,Paid,$1.49,Everyone,Personalization,"July 11, 2018",1.0.2,4.1 and up
"Bleacher Report: sports news, scores, & highlights",SPORTS,4.4,122282,Varies with device,"5,000,000+",Free,0,Everyone 10+,Sports,"July 20, 2018",Varies with device,Varies with device
CARDIAC CT TECHNIQUE,MEDICAL,5.0,6,17M,"1,000+",Free,0,Everyone,Medical,"March 10, 2018",2.0,4.0.3 and up
Qapital - Save Small. Live Large,FINANCE,4.5,8662,38M,"100,000+",Free,0,Everyone,Finance,"July 20, 2018",2.5.7,4.4 and up
First Federal Bank of Florida,FINANCE,4.3,133,30M,"10,000+",Free,0,Everyone,Finance,"May 23, 2018",18.1.79,5.0 and up
School scientific calculator fx 500 es plus 500 ms,FAMILY,4.6,1553,9.2M,"100,000+",Free,0,Everyone,Education,"August 2, 2018",3.3.1-build-02-08-2018-19-release,4.0 and up
Adobe Acrobat Reader,PRODUCTIVITY,4.3,3014548,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"April 17, 2018",Varies with device,Varies with device
Hadith du jour,FAMILY,4.4,276,Varies with device,"50,000+",Free,0,Everyone,Education,"March 22, 2016",Varies with device,Varies with device
Learners Test Free: AU Driver Knowledge Test (DKT),FAMILY,3.9,623,8.5M,"100,000+",Free,0,Everyone,Education,"March 26, 2018",3.5,4.1 and up
Dream League Soccer 2018,GAME,4.6,9882639,74M,"100,000,000+",Free,0,Everyone,Sports,"July 16, 2018",5.064,4.4 and up
"Women""s Health Tips(Breast,Face,Body,weight lose)",HEALTH_AND_FITNESS,4.2,2509,5.0M,"1,000,000+",Free,0,Mature 17+,Health & Fitness,"April 20, 2018",1.8,4.1 and up
Magical Insta DP,PHOTOGRAPHY,,2,5.2M,"1,000+",Free,0,Everyone,Photography,"June 28, 2018",1.1,4.0 and up
"Movies by Flixster, with Rotten Tomatoes",ENTERTAINMENT,4.5,653008,16M,"10,000,000+",Free,0,Everyone,Entertainment,"June 20, 2018",9.1.4,4.4 and up
"Hole19: Golf GPS App, Rangefinder & Scorecard",SPORTS,4.4,6106,Varies with device,"100,000+",Free,0,Everyone,Sports,"August 1, 2018",Varies with device,Varies with device
Hotels.com: Book Hotel Rooms & Find Vacation Deals,TRAVEL_AND_LOCAL,4.5,260133,Varies with device,"10,000,000+",Free,0,Everyone,Travel & Local,"July 4, 2018",Varies with device,Varies with device
Pick-a-Paint,LIFESTYLE,1.6,242,36M,"50,000+",Free,0,Everyone,Lifestyle,"May 14, 2018",1.2.1,3.0 and up
Extreme Coupon Finder,SHOPPING,4.1,11798,Varies with device,"1,000,000+",Free,0,Everyone,Shopping,"May 10, 2018",Varies with device,Varies with device
Meu Cartão BV,FINANCE,4.1,15057,5.7M,"500,000+",Free,0,Everyone,Finance,"August 3, 2018",2.4.0,5.0 and up
OnePlus Gallery,VIDEO_PLAYERS,3.8,5555,64M,"1,000,000+",Free,0,Everyone,Video Players & Editors,"July 12, 2018",2.6.71,7.1 and up
metroZONE,LIFESTYLE,4.1,47497,34M,"10,000,000+",Free,0,Everyone,Lifestyle,"June 8, 2018",5.3.0.54.7,5.0 and up
Field Goal Tournament,SPORTS,3.7,2980,21M,"100,000+",Free,0,Everyone,Sports,"September 1, 2015",1.2.8,2.3 and up
CB Trader,FINANCE,4.7,11,2.2M,"1,000+",Free,0,Everyone,Finance,"April 11, 2018",1.6.1,4.0 and up
MagiMobile – Mighty Magiswords,FAMILY,4.2,120035,45M,"5,000,000+",Free,0,Everyone,Entertainment;Action & Adventure,"January 4, 2018",1.0.11,4.1 and up
I Can't Wake Up!,TOOLS,4.7,963,3.7M,"10,000+",Paid,$2.99,Everyone,Tools,"May 25, 2018",3.4.0,4.0 and up
Flights,TRAVEL_AND_LOCAL,4.4,18039,3.1M,"1,000,000+",Free,0,Everyone,Travel & Local,"July 26, 2018",3.6.6,4.1 and up
Guardian Hunter: SuperBrawlRPG,FAMILY,4.5,364013,27M,"1,000,000+",Free,0,Everyone 10+,Role Playing,"August 6, 2018",14.4.4.00,4.1 and up
Superbrothers Sword & Sworcery,GAME,4.4,11023,16M,"100,000+",Paid,$3.99,Teen,Adventure,"January 26, 2018",1.0.20,2.3 and up
An Elite Warrior Ex,GAME,4.7,15,93M,100+,Paid,$0.99,Everyone,Adventure,"November 21, 2016",1.59,4.0.3 and up
RoboPad,FAMILY,4.6,41,9.2M,"1,000+",Free,0,Everyone,Education,"July 7, 2017",5.1,2.3 and up
Kinot & Eichah for Tisha B'Av,BOOKS_AND_REFERENCE,4.4,98,6.3M,"10,000+",Free,0,Everyone,Books & Reference,"August 4, 2014",1.5,2.2 and up
Painting Lulu DC Super Friends,BOOKS_AND_REFERENCE,,7,17M,"1,000+",Free,0,Everyone,Books & Reference,"February 9, 2017",1.2,4.0.3 and up
MYCU TX Mobile Banking,FINANCE,3.0,4,Varies with device,100+,Free,0,Everyone,Finance,"August 1, 2018",1.0.2,Varies with device
WatchESPN,SPORTS,4.1,288809,6.6M,"10,000,000+",Free,0,Everyone,Sports,"September 27, 2017",2.5.1,4.4 and up
EI Calculator,TOOLS,4.0,8,1.5M,100+,Free,0,Everyone,Tools,"May 23, 2016",1.3,1.6 and up
AO-EVENT,BUSINESS,,0,42M,100+,Free,0,Everyone,Business,"May 28, 2018",6.2.6,4.1 and up
FR Plus 1.6,AUTO_AND_VEHICLES,,4,3.9M,100+,Free,0,Everyone,Auto & Vehicles,"July 24, 2018",1.3.6,4.4W and up
Sweet Baby Girl - Dream House and Play Time,FAMILY,3.9,95537,58M,"10,000,000+",Free,0,Everyone,Educational;Education,"July 13, 2018",2.2.54,4.4 and up
Babbel – Learn Languages,EDUCATION,4.3,266948,21M,"10,000,000+",Free,0,Everyone,Education,"July 30, 2018",20.7.2,4.4 and up
Evolve CP Calc. for PokemonGo,TOOLS,3.9,116,3.3M,"10,000+",Free,0,Everyone,Tools,"December 18, 2016",2.6,4.4 and up
Dude Perfect,SPORTS,4.5,97,1.9M,"10,000+",Free,0,Everyone,Sports,"June 28, 2017",1.0,4.1 and up
SwingAid - Level up Golf,SPORTS,4.3,752,33M,"100,000+",Free,0,Everyone,Sports,"July 10, 2018",2.6.3,4.1 and up
Freedom Christian BF,LIFESTYLE,,0,12M,10+,Free,0,Everyone,Lifestyle,"February 22, 2016",1.0,4.0.3 and up
Next Launcher 3D Bold-CF Theme,PERSONALIZATION,4.4,175,5.5M,"1,000+",Paid,$0.99,Everyone,Personalization,"January 11, 2014",1.042,2.2 and up
She Will Be Loved Lyrics,FAMILY,,2,705k,100+,Free,0,Everyone,Entertainment,"March 1, 2016",1.0,2.1 and up
Google Arts & Culture,FAMILY,3.7,24137,Varies with device,"5,000,000+",Free,0,Everyone,Education,"June 25, 2018",Varies with device,Varies with device
Hill Climb Racing 2,GAME,4.6,2750410,Varies with device,"100,000,000+",Free,0,Everyone,Racing,"August 2, 2018",1.17.2,4.2 and up
Ah! Monster,FAMILY,4.1,1998,9.8M,"100,000+",Free,0,Everyone,Casual,"June 21, 2017",4.0.0,4.0 and up
Google Keep,PRODUCTIVITY,4.4,691474,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"August 6, 2018",Varies with device,Varies with device
Cheating Tom 3 - Genius School,GAME,4.3,90415,84M,"10,000,000+",Free,0,Everyone,Arcade,"July 24, 2018",1.0.20,4.1 and up
AB Mobile App,HEALTH_AND_FITNESS,3.4,2105,8.2M,"100,000+",Free,0,Everyone,Health & Fitness,"August 21, 2017",2.1.0,4.0.3 and up
YEBIS OpenGL ES 3.0 Tech Demo,FAMILY,4.6,380,6.7M,"10,000+",Free,0,Everyone,Entertainment,"March 11, 2014",1.0,4.3 and up
Hangouts Dialer - Call Phones,COMMUNICATION,4.0,122512,79k,"10,000,000+",Free,0,Everyone,Communication,"September 2, 2015",0.1.100944346,4.0.3 and up
Moto File Manager,TOOLS,4.1,38655,5.9M,"10,000,000+",Free,0,Everyone,Tools,"February 1, 2018",v3.7.93,5.0 and up
Dubsmash,VIDEO_PLAYERS,4.2,1971777,29M,"100,000,000+",Free,0,Teen,Video Players & Editors,"May 11, 2018",2.35.8,4.1 and up
IMDb Movies & TV,ENTERTAINMENT,4.2,501498,12M,"100,000,000+",Free,0,Teen,Entertainment,"July 26, 2018",Varies with device,Varies with device
Like A Boss,FAMILY,4.4,17069,94M,"500,000+",Free,0,Everyone 10+,Role Playing,"August 1, 2018",1.0.17.2,5.0 and up
Starbucks,FOOD_AND_DRINK,4.5,455377,35M,"10,000,000+",Free,0,Everyone,Food & Drink,"August 1, 2018",4.11.1,4.4 and up
BD Earn Pro,FAMILY,4.2,540,3.2M,"10,000+",Free,0,Everyone,Entertainment,"August 1, 2018",2.4,4.1 and up
Cartoon Network App,FAMILY,4.0,119173,Varies with device,"10,000,000+",Free,0,Everyone 10+,Video Players & Editors;Music & Video,"June 21, 2018",Varies with device,Varies with device
CL 2ne1 Wallpaper KPOP UHD Fans,PERSONALIZATION,,1,3.4M,10+,Free,0,Everyone,Personalization,"July 15, 2018",1.1.1,4.0 and up
White Sound Pro,HEALTH_AND_FITNESS,4.7,16570,73M,"500,000+",Free,0,Everyone,Health & Fitness,"July 29, 2018",4.8.0,4.4 and up
Merck CE,BUSINESS,4.5,2,25M,100+,Free,0,Everyone,Business,"February 13, 2017",1.0,4.1 and up
"m, cm, mm to yard, feet, inch converter tool",TOOLS,4.3,246,2.8M,"100,000+",Free,0,Everyone,Tools,"February 6, 2018",1.1,4.0 and up
NetSpend Prepaid,FINANCE,4.2,15993,45M,"1,000,000+",Free,0,Everyone,Finance,"May 9, 2018",4.10.0,4.4 and up
CA UIM Mobile,BUSINESS,3.2,54,7.7M,"1,000+",Free,0,Everyone,Business,"February 29, 2016",8.4.1,4.0 and up
AE Roundy POP,FAMILY,4.4,5262,26M,"100,000+",Free,0,Everyone,Casual,"March 23, 2016",1.1.2,2.3 and up
Cathy AH,TOOLS,,0,20M,1+,Free,0,Everyone,Tools,"July 16, 2018",1.0.4,4.1 and up
NYTimes - Latest News,NEWS_AND_MAGAZINES,3.9,63647,23M,"10,000,000+",Free,0,Everyone 10+,News & Magazines,"August 1, 2018",6.19.5,4.4 and up
Fantastic Chefs: Match 'n Cook,FAMILY,4.7,8600,91M,"500,000+",Free,0,Everyone,Puzzle,"July 27, 2018",1.0.7,4.0.3 and up
STARZ,ENTERTAINMENT,4.3,88185,Varies with device,"10,000,000+",Free,0,Mature 17+,Entertainment,"June 20, 2018",Varies with device,Varies with device
All Types DP & Status Maker,PHOTOGRAPHY,4.5,16,14M,"1,000+",Free,0,Teen,Photography,"July 12, 2018",2.1.5,4.0.3 and up
"Red Bull TV: Live Sports, Music & Entertainment",FAMILY,4.4,42069,Varies with device,"1,000,000+",Free,0,Teen,Entertainment,"August 3, 2018",Varies with device,Varies with device
Wherever BQ,TRAVEL_AND_LOCAL,,7,18M,50+,Free,0,Teen,Travel & Local,"September 5, 2017",5.63.0,4.0.3 and up
Flipkart Online Shopping App,SHOPPING,4.4,6012719,Varies with device,"100,000,000+",Free,0,Teen,Shopping,"August 6, 2018",Varies with device,Varies with device
QR Scanner & Barcode Scanner 2018,PRODUCTIVITY,3.8,8226,4.1M,"10,000,000+",Free,0,Everyone,Productivity,"July 20, 2018",1.8.4,4.4 and up
"Candy selfie - photo editor, live filter camera",PHOTOGRAPHY,4.4,53421,26M,"10,000,000+",Free,0,Everyone,Photography,"August 6, 2018",2.74.685,4.0.3 and up
House app: beautiful everyday ~,HOUSE_AND_HOME,4.6,2669,10M,"500,000+",Free,0,Teen,House & Home,"August 3, 2018",2.0.6.9,4.1 and up
Yahoo Fantasy Sports - #1 Rated Fantasy App,SPORTS,4.2,277904,Varies with device,"5,000,000+",Free,0,Mature 17+,Sports,"August 2, 2018",Varies with device,Varies with device
Eventbrite - Discover popular events & nearby fun,FAMILY,4.4,63773,8.8M,"5,000,000+",Free,0,Everyone,Entertainment,"July 30, 2018",5.7.2,5.0 and up
Education First FCU Mobile,FINANCE,2.9,204,29M,"10,000+",Free,0,Everyone,Finance,"May 9, 2018",18.1.79,5.0 and up
Fan App for Reading FC,SPORTS,3.6,9,13M,500+,Free,0,Teen,Sports,"August 6, 2016",060816,4.2 and up
Binaural Beats Therapy,HEALTH_AND_FITNESS,4.3,13724,Varies with device,"1,000,000+",Free,0,Everyone,Health & Fitness,"August 17, 2017",Varies with device,Varies with device
Facebook,SOCIAL,4.1,78158306,Varies with device,"1,000,000,000+",Free,0,Teen,Social,"August 3, 2018",Varies with device,Varies with device
Deck Shop for Clash Royale,FAMILY,4.6,2167,13M,"100,000+",Free,0,Everyone,Entertainment,"August 6, 2018",1.1.5,4.4 and up
"Breaking News, Local news, Attacks and Alerts Free",NEWS_AND_MAGAZINES,4.7,2543,6.3M,"500,000+",Free,0,Everyone,News & Magazines,"July 19, 2018",8.0.6,4.1 and up
THE aMAZEing Labyrinth,FAMILY,3.9,1615,1.2M,"10,000+",Paid,$4.99,Everyone,Board;Brain Games,"February 9, 2016",1.0.3,4.0 and up
Ambulance Simulator 3D,FAMILY,3.9,29415,66M,"1,000,000+",Free,0,Mature 17+,Simulation,"December 11, 2016",2.0.1,2.3 and up
Blood pressure,HEALTH_AND_FITNESS,3.4,2256,1.6M,"500,000+",Free,0,Everyone,Health & Fitness,"July 31, 2014",1.1.0,4.0 and up
Rabo Banking,FINANCE,3.4,31906,Varies with device,"1,000,000+",Free,0,Everyone,Finance,"July 19, 2018",5.16.0,4.0 and up
Aw Restaurant,FAMILY,4.8,4,43M,100+,Free,0,Everyone,Casual,"February 6, 2018",1.0,4.0 and up
detikcom - Latest & Most Complete News,NEWS_AND_MAGAZINES,4.1,190888,11M,"10,000,000+",Free,0,Teen,News & Magazines,"July 13, 2018",5.2.5,4.1 and up
Fortune City - A Finance App,FINANCE,4.6,49275,91M,"500,000+",Free,0,Everyone,Finance,"July 17, 2018",2.0.3.1,4.4 and up
Endless Ducker,GAME,4.5,8193,41M,"500,000+",Free,0,Everyone,Arcade,"September 16, 2016",1.0.7,4.0.3 and up
Bubble Shooter,GAME,4.5,43576,50M,"5,000,000+",Free,0,Everyone,Arcade,"September 13, 2017",4.4,2.3 and up
Lite Messenger for Facebook Lite,SOCIAL,3.8,108,2.8M,"10,000+",Free,0,Teen,Social,"May 28, 2018",3.1,4.2 and up
Apk Installer,LIBRARIES_AND_DEMO,3.8,7750,292k,"1,000,000+",Free,0,Everyone,Libraries & Demo,"June 29, 2011",1.0,1.6 and up
Ríos de Fe,LIFESTYLE,5.0,141,15M,"1,000+",Free,0,Everyone,Lifestyle,"March 24, 2018",1.8,4.1 and up
Grand Gangsters 3D,GAME,4.2,401643,Varies with device,"10,000,000+",Free,0,Teen,Action,"July 18, 2018",Varies with device,Varies with device
Woodman Deluxe,GAME,4.0,82,4.4M,"5,000+",Free,0,Everyone,Action,"July 6, 2015",1.0.2,2.3 and up
ZArchiver Donate,TOOLS,4.8,1721,Varies with device,"10,000+",Paid,$2.50,Everyone,Tools,"February 16, 2018",Varies with device,Varies with device
THAI DICT 2018,EDUCATION,4.4,29855,Varies with device,"1,000,000+",Free,0,Mature 17+,Education,"July 29, 2018",Varies with device,Varies with device
Habbo - Virtual World,FAMILY,3.8,159398,28M,"5,000,000+",Free,0,Teen,Role Playing,"May 30, 2018",2.22.0,4.2 and up
D.L. Evans Bank Mobile Banking,FINANCE,4.3,85,30M,"10,000+",Free,0,Everyone,Finance,"May 2, 2018",18.1.79,5.0 and up
BN Pro ArialXL-b HD Text,LIBRARIES_AND_DEMO,4.0,24,478k,"1,000+",Free,0,Everyone,Libraries & Demo,"February 5, 2017",2.3.2,1.6 and up
Stock Quote,FINANCE,4.1,4344,4.5M,"500,000+",Free,0,Everyone,Finance,"July 30, 2018",3.6.2,4.0 and up
CM FILE MANAGER HD,PRODUCTIVITY,4.3,144873,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"January 24, 2016",3.5.0,Varies with device
DG TV,NEWS_AND_MAGAZINES,5.0,3,5.7M,100+,Free,0,Everyone,News & Magazines,"May 26, 2018",1.2,4.1 and up
LG AV REMOTE,TOOLS,3.4,2420,1.8M,"1,000,000+",Free,0,Everyone,Tools,"June 3, 2016",1.1.8,2.3.3 and up
Beautiful Design Birthday Cake,LIFESTYLE,4.3,665,3.0M,"500,000+",Free,0,Everyone,Lifestyle,"August 4, 2018",2.0,2.3 and up
Verdad o Reto,SOCIAL,3.8,826,5.1M,"500,000+",Free,0,Teen,Social,"May 10, 2018",2.0,4.1 and up
Fitness Dance for Zum.ba Workout Exercise,HEALTH_AND_FITNESS,4.2,287,12M,"50,000+",Free,0,Everyone,Health & Fitness,"July 30, 2018",1.8,4.2 and up
Soccer 2018,SPORTS,3.5,172373,47M,"10,000,000+",Free,0,Everyone,Sports,"July 12, 2018",1.3,4.3 and up
EyeCloud,LIBRARIES_AND_DEMO,3.1,1267,55M,"100,000+",Free,0,Everyone,Libraries & Demo,"August 2, 2018",5.1.2,4.4 and up
G-NetWiFi Pro,TOOLS,3.3,6,1.5M,100+,Paid,$5.99,Everyone,Tools,"June 18, 2018",3.2,4.0 and up
AQ Math Facts,FAMILY,,1,16M,1+,Paid,$2.99,Everyone,Educational,"May 17, 2017",1.0.3,4.0 and up
TN Patta Citta & EC,BOOKS_AND_REFERENCE,3.8,48,1.5M,"10,000+",Free,0,Everyone,Books & Reference,"March 27, 2018",1.0,3.0 and up
Terminal Emulator for Android,TOOLS,4.4,113951,551k,"10,000,000+",Free,0,Everyone,Tools,"April 15, 2015",1.0.70,1.6 and up
2017 BN SM Sales Conference,BUSINESS,,2,10M,100+,Free,0,Teen,Business,"September 28, 2017",v2.7.11.6,4.1 and up
Volume Slider Like Android P Volume Control,TOOLS,4.1,1129,1.7M,"10,000+",Paid,$0.99,Everyone,Tools,"June 30, 2018",1.28,4.1 and up
ESS Mobile for AE,PRODUCTIVITY,1.9,63,1.8M,"5,000+",Free,0,Everyone,Productivity,"September 27, 2016",2.0.1027,3.0 and up
DB Welt - Die Zeitung der DB,NEWS_AND_MAGAZINES,,145,16M,"10,000+",Free,0,Everyone,News & Magazines,"February 26, 2016",3.1.3,4.0 and up
FINAL FANTASY DIMENSIONS,FAMILY,4.3,8450,1.1M,"100,000+",Paid,$13.99,Everyone,Role Playing,"March 15, 2017",1.1.3,2.3.3 and up
Bk Bee Sales Manager,BUSINESS,,0,2.1M,5+,Paid,$0.99,Everyone,Business,"December 16, 2017",1.0,4.1 and up
Permit Test Connecticut CT DMV,FAMILY,4.6,186,9.6M,"10,000+",Free,0,Everyone,Education,"October 12, 2017",2.9.0,4.1 and up
FAV KWGT,PERSONALIZATION,4.9,88,66M,"1,000+",Paid,$0.99,Everyone,Personalization,"July 26, 2018",8.0,5.0 and up
Cat Sim Online: Play with Cats,FAMILY,4.6,137198,81M,"5,000,000+",Free,0,Everyone 10+,Simulation,"April 22, 2018",3.7,4.0 and up
TAMAGO,FAMILY,3.0,42515,1.6M,"5,000,000+",Free,0,Everyone,Casual,"May 23, 2018",1.0.3,2.3.3 and up
BTS j-hope LINE Launcher theme,PERSONALIZATION,4.9,934,3.8M,"10,000+",Free,0,Everyone,Personalization,"October 17, 2014",4.1,4.0.3 and up
TorrDroid - Torrent Downloader,TOOLS,4.7,59632,10M,"1,000,000+",Free,0,Everyone,Tools,"April 3, 2018",1.5.2,4.1 and up
TwitCasting Live,SOCIAL,3.6,14835,Varies with device,"1,000,000+",Free,0,Teen,Social,"August 2, 2018",Varies with device,Varies with device
EZ-GUI Ground Station,TOOLS,4.7,3696,29M,"50,000+",Free,0,Everyone,Tools,"August 10, 2017",4.5,4.3 and up
Calorie Counter - MyNetDiary,HEALTH_AND_FITNESS,4.5,27439,19M,"1,000,000+",Free,0,Everyone,Health & Fitness,"July 16, 2018",6.5.1,5.0 and up
Flo's CH Boss Timer,FAMILY,3.5,163,3.4M,"1,000+",Free,0,Everyone,Role Playing,"March 27, 2017",1.2,4.0.3 and up
Quiz&Learn Python,EDUCATION,4.0,304,2.0M,"10,000+",Free,0,Everyone,Education,"July 4, 2016",1.3.0,4.0 and up
DEM DZ,HEALTH_AND_FITNESS,,2,957k,100+,Free,0,Teen,Health & Fitness,"November 13, 2017",1.0,2.3.3 and up
CP Ready,BUSINESS,4.5,56,Varies with device,"1,000+",Free,0,Everyone,Business,"March 5, 2018",6.4.16,4.0 and up
Q Actions - Digital Assistant,PRODUCTIVITY,,0,Varies with device,500+,Free,0,Everyone,Productivity,"July 20, 2018",Varies with device,Varies with device
My EF,FAMILY,3.3,4114,14M,"100,000+",Free,0,Everyone,Education,"July 10, 2018",3.29,4.2 and up
Draw In,GAME,4.2,46416,73M,"10,000,000+",Free,0,Everyone,Arcade,"July 23, 2018",1.0.8,4.1 and up
350 Diy Room Decor Ideas,ART_AND_DESIGN,4.5,27,17M,"10,000+",Free,0,Everyone,Art & Design,"November 7, 2017",1.0,2.3 and up
Stack Jump,GAME,4.3,118253,40M,"10,000,000+",Free,0,Teen,Arcade,"May 3, 2018",1.4.6,4.1 and up
Homescapes,GAME,4.6,3093932,Varies with device,"10,000,000+",Free,0,Everyone,Casual,"July 13, 2018",1.8.0.900,4.0.3 and up
F-1 watchface by Delta,PERSONALIZATION,,0,Varies with device,10+,Paid,$2.49,Everyone,Personalization,"August 23, 2017",Varies with device,Varies with device
Neighborhoods & Apartments,LIFESTYLE,3.9,2042,3.0M,"100,000+",Free,0,Everyone,Lifestyle,"August 28, 2015",3.1.6,4.0 and up
AP Stamps and Registration,BOOKS_AND_REFERENCE,3.4,82,2.7M,"10,000+",Free,0,Everyone,Books & Reference,"March 27, 2018",2.0,3.0 and up
Ovia Fertility Tracker & Ovulation Calculator,MEDICAL,4.8,53743,13M,"1,000,000+",Free,0,Everyone,Medical,"July 27, 2018",Varies with device,4.3 and up
ek tuhi,VIDEO_PLAYERS,4.7,316,2.8M,"10,000+",Free,0,Everyone,Video Players & Editors,"July 4, 2014",1.0,4.0 and up
Eyeliner step by step 2018,BEAUTY,4.3,18,3.2M,"5,000+",Free,0,Everyone,Beauty,"June 1, 2018",1.2.13,4.0.3 and up
Advanced Warfare Guns,FAMILY,2.9,2079,5.6M,"100,000+",Free,0,Everyone,Entertainment,"June 6, 2015",1.2.2,3.0 and up
DV 2019 - EDV Photo & Form,BOOKS_AND_REFERENCE,3.9,314,2.6M,"50,000+",Free,0,Everyone,Books & Reference,"October 24, 2016",6.0.0,4.0.3 and up
DW Event,EVENTS,4.3,9,39M,"1,000+",Free,0,Everyone,Events,"May 29, 2018",2.32.2,4.1 and up
BT Panorama,FINANCE,4.3,34,Varies with device,"5,000+",Free,0,Everyone,Finance,"June 14, 2017",Varies with device,Varies with device
Best DP and Status - All Type DP & Status,FAMILY,,1,5.7M,100+,Free,0,Everyone,Entertainment,"May 30, 2018",1.0,4.0.3 and up
Acorns - Invest Spare Change,FINANCE,4.3,45957,Varies with device,"1,000,000+",Free,0,Everyone,Finance,"July 31, 2018",Varies with device,Varies with device
